,,0
104,Name,"Gustafsson, Mr. Anders Vilhelm"
104,Sex,male
104,Age,37.0
104,SibSp,2.0
104,Parch,0.0
104,Ticket,3101276
104,Fare,7.925
104,Embarked,S
105,Unnamed: 0,105
105,PassengerId,106
105,Survived,0
105,Pclass,3
105,Name,"Mionoff, Mr. Stoytcho"
105,Sex,male
105,Age,28.0
105,SibSp,0.0
105,Parch,0.0
105,Ticket,349207
105,Fare,7.8958
105,Embarked,S
106,Unnamed: 0,106
106,PassengerId,107
106,Survived,1
106,Pclass,3
106,Name,"Salkjelsvik, Miss. Anna Kristine"
106,Sex,female
106,Age,21.0
106,SibSp,0.0
106,Parch,0.0
106,Ticket,343120
106,Fare,7.65
106,Embarked,S
107,Unnamed: 0,107
107,PassengerId,108
107,Survived,1
107,Pclass,3
107,Name,"Moss, Mr. Albert Johan"
107,Sex,male
107,SibSp,0.0
107,Parch,0.0
107,Ticket,312991
107,Fare,7.775
107,Embarked,S
108,Unnamed: 0,108
108,PassengerId,109
108,Survived,0
108,Pclass,3
108,Name,"Rekic, Mr. Tido"
108,Sex,male
108,Age,38.0
108,SibSp,0.0
108,Parch,0.0
108,Ticket,349249
108,Fare,7.8958
108,Embarked,S
109,Unnamed: 0,109
109,PassengerId,110
109,Survived,1
109,Pclass,3
109,Name,"Moran, Miss. Bertha"
109,Sex,female
109,SibSp,1.0
109,Parch,0.0
109,Ticket,371110
109,Fare,24.15
109,Embarked,Q
110,Unnamed: 0,110
110,PassengerId,111
110,Survived,0
110,Pclass,1
110,Name,"Porter, Mr. Walter Chamberlain"
110,Sex,male
110,Age,47.0
110,SibSp,0.0
110,Parch,0.0
110,Ticket,110465
110,Fare,52.0
110,Cabin,C110
110,Embarked,S
111,Unnamed: 0,111
111,PassengerId,112
111,Survived,0
111,Pclass,3
111,Name,"Zabour, Miss. Hileni"
111,Sex,female
111,Age,14.5
111,SibSp,1.0
111,Parch,0.0
111,Ticket,2665
111,Fare,14.4542
111,Embarked,C
112,Unnamed: 0,112
112,PassengerId,113
112,Survived,0
112,Pclass,3
112,Name,"Barton, Mr. David John"
112,Sex,male
112,Age,22.0
112,SibSp,0.0
112,Parch,0.0
112,Ticket,324669
112,Fare,8.05
112,Embarked,S
113,Unnamed: 0,113
113,PassengerId,114
113,Survived,0
113,Pclass,3
113,Name,"Jussila, Miss. Katriina"
113,Sex,female
113,Age,20.0
113,SibSp,1.0
113,Parch,0.0
113,Ticket,4136
113,Fare,9.825
113,Embarked,S
114,Unnamed: 0,114
114,PassengerId,115
114,Survived,0
114,Pclass,3
114,Name,"Attalah, Miss. Malake"
114,Sex,female
114,Age,17.0
114,SibSp,0.0
114,Parch,0.0
114,Ticket,2627
114,Fare,14.4583
114,Embarked,C
115,Unnamed: 0,115
115,PassengerId,116
115,Survived,0
115,Pclass,3
115,Name,"Pekoniemi, Mr. Edvard"
115,Sex,male
115,Age,21.0
115,SibSp,0.0
115,Parch,0.0
115,Ticket,STON/O 2. 3101294
115,Fare,7.925
115,Embarked,S
116,Unnamed: 0,116
116,PassengerId,117
116,Survived,0
116,Pclass,3
116,Name,"Connors, Mr. Patrick"
116,Sex,male
116,Age,70.5
116,SibSp,0.0
116,Parch,0.0
116,Ticket,370369
116,Fare,7.75
116,Embarked,Q
117,Unnamed: 0,117
117,PassengerId,118
117,Survived,0
117,Pclass,2
117,Name,"Turpin, Mr. William John Robert"
117,Sex,male
117,Age,29.0
117,SibSp,1.0
117,Parch,0.0
117,Ticket,11668
117,Fare,21.0
117,Embarked,S
118,Unnamed: 0,118
118,PassengerId,119
118,Survived,0
118,Pclass,1
118,Name,"Baxter, Mr. Quigg Edmond"
118,Sex,male
118,Age,24.0
118,SibSp,0.0
118,Parch,1.0
118,Ticket,PC 17558
118,Fare,247.5208
118,Cabin,B58 B60
118,Embarked,C
119,Unnamed: 0,119
119,PassengerId,120
119,Survived,0
119,Pclass,3
119,Name,"Andersson, Miss. Ellis Anna Maria"
119,Sex,female
119,Age,2.0
119,SibSp,4.0
119,Parch,2.0
119,Ticket,347082
119,Fare,31.275
119,Embarked,S
120,Unnamed: 0,120
120,PassengerId,121
120,Survived,0
120,Pclass,2
120,Name,"Hickman, Mr. Stanley George"
120,Sex,male
120,Age,21.0
120,SibSp,2.0
120,Parch,0.0
120,Ticket,S.O.C. 14879
120,Fare,73.5
120,Embarked,S
121,Unnamed: 0,121
121,PassengerId,122
121,Survived,0
121,Pclass,3
121,Name,"Moore, Mr. Leonard Charles"
121,Sex,male
121,SibSp,0.0
121,Parch,0.0
121,Ticket,A4. 54510
121,Fare,8.05
121,Embarked,S
122,Unnamed: 0,122
122,PassengerId,123
122,Survived,0
122,Pclass,2
122,Name,"Nasser, Mr. Nicholas"
122,Sex,male
122,Age,32.5
122,SibSp,1.0
122,Parch,0.0
122,Ticket,237736
122,Fare,30.0708
122,Embarked,C
123,Unnamed: 0,123
123,PassengerId,124
123,Survived,1
123,Pclass,2
123,Name,"Webber, Miss. Susan"
123,Sex,female
123,Age,32.5
123,SibSp,0.0
123,Parch,0.0
123,Ticket,27267
123,Fare,13.0
123,Cabin,E101
123,Embarked,S
124,Unnamed: 0,124
124,PassengerId,125
124,Survived,0
124,Pclass,1
124,Name,"White, Mr. Percival Wayland"
124,Sex,male
124,Age,54.0
124,SibSp,0.0
124,Parch,1.0
124,Ticket,35281
124,Fare,77.2875
124,Cabin,D26
124,Embarked,S
125,Unnamed: 0,125
125,PassengerId,126
125,Survived,1
125,Pclass,3
125,Name,"Nicola-Yarred, Master. Elias"
125,Sex,male
125,Age,12.0
125,SibSp,1.0
125,Parch,0.0
125,Ticket,2651
125,Fare,11.2417
125,Embarked,C
126,Unnamed: 0,126
126,PassengerId,127
126,Survived,0
126,Pclass,3
126,Name,"McMahon, Mr. Martin"
126,Sex,male
126,SibSp,0.0
126,Parch,0.0
126,Ticket,370372
126,Fare,7.75
126,Embarked,Q
127,Unnamed: 0,127
127,PassengerId,128
127,Survived,1
127,Pclass,3
127,Name,"Madsen, Mr. Fridtjof Arne"
127,Sex,male
127,Age,24.0
127,SibSp,0.0
127,Parch,0.0
127,Ticket,C 17369
127,Fare,7.1417
127,Embarked,S
128,Unnamed: 0,128
128,PassengerId,129
128,Survived,1
128,Pclass,3
128,Name,"Peter, Miss. Anna"
128,Sex,female
128,SibSp,1.0
128,Parch,1.0
128,Ticket,2668
128,Fare,22.3583
128,Cabin,F E69
128,Embarked,C
129,Unnamed: 0,129
129,PassengerId,130
129,Survived,0
129,Pclass,3
129,Name,"Ekstrom, Mr. Johan"
129,Sex,male
129,Age,45.0
129,SibSp,0.0
129,Parch,0.0
129,Ticket,347061
129,Fare,6.975
129,Embarked,S
130,Unnamed: 0,130
130,PassengerId,131
130,Survived,0
130,Pclass,3
130,Name,"Drazenoic, Mr. Jozef"
130,Sex,male
130,Age,33.0
130,SibSp,0.0
130,Parch,0.0
130,Ticket,349241
130,Fare,7.8958
130,Embarked,C
131,Unnamed: 0,131
131,PassengerId,132
131,Survived,0
131,Pclass,3
131,Name,"Coelho, Mr. Domingos Fernandeo"
131,Sex,male
131,Age,20.0
131,SibSp,0.0
131,Parch,0.0
131,Ticket,SOTON/O.Q. 3101307
131,Fare,7.05
131,Embarked,S
132,Unnamed: 0,132
132,PassengerId,133
132,Survived,0
132,Pclass,3
132,Name,"Robins, Mrs. Alexander A (Grace Charity Laury)"
132,Sex,female
132,Age,47.0
132,SibSp,1.0
132,Parch,0.0
132,Ticket,A/5. 3337
132,Fare,14.5
132,Embarked,S
133,Unnamed: 0,133
133,PassengerId,134
133,Survived,1
133,Pclass,2
133,Name,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)"
133,Sex,female
133,Age,29.0
133,SibSp,1.0
133,Parch,0.0
133,Ticket,228414
133,Fare,26.0
133,Embarked,S
134,Unnamed: 0,134
134,PassengerId,135
134,Survived,0
134,Pclass,2
134,Name,"Sobey, Mr. Samuel James Hayden"
134,Sex,male
134,Age,25.0
134,SibSp,0.0
134,Parch,0.0
134,Ticket,C.A. 29178
134,Fare,13.0
134,Embarked,S
135,Unnamed: 0,135
135,PassengerId,136
135,Survived,0
135,Pclass,2
135,Name,"Richard, Mr. Emile"
135,Sex,male
135,Age,23.0
135,SibSp,0.0
135,Parch,0.0
135,Ticket,SC/PARIS 2133
135,Fare,15.0458
135,Embarked,C
136,Unnamed: 0,136
136,PassengerId,137
136,Survived,1
136,Pclass,1
136,Name,"Newsom, Miss. Helen Monypeny"
136,Sex,female
136,Age,19.0
136,SibSp,0.0
136,Parch,2.0
136,Ticket,11752
136,Fare,26.2833
136,Cabin,D47
136,Embarked,S
137,Unnamed: 0,137
137,PassengerId,138
137,Survived,0
137,Pclass,1
137,Name,"Futrelle, Mr. Jacques Heath"
137,Sex,male
137,Age,37.0
137,SibSp,1.0
137,Parch,0.0
137,Ticket,113803
137,Fare,53.1
137,Cabin,C123
137,Embarked,S
138,Unnamed: 0,138
138,PassengerId,139
138,Survived,0
138,Pclass,3
138,Name,"Osen, Mr. Olaf Elon"
138,Sex,male
138,Age,16.0
138,SibSp,0.0
138,Parch,0.0
138,Ticket,7534
138,Fare,9.2167
138,Embarked,S
139,Unnamed: 0,139
139,PassengerId,140
139,Survived,0
139,Pclass,1
139,Name,"Giglio, Mr. Victor"
139,Sex,male
139,Age,24.0
139,SibSp,0.0
139,Parch,0.0
139,Ticket,PC 17593
139,Fare,79.2
139,Cabin,B86
139,Embarked,C
140,Unnamed: 0,140
140,PassengerId,141
140,Survived,0
140,Pclass,3
140,Name,"Boulos, Mrs. Joseph (Sultana)"
140,Sex,female
140,SibSp,0.0
140,Parch,2.0
140,Ticket,2678
140,Fare,15.2458
140,Embarked,C
141,Unnamed: 0,141
141,PassengerId,142
141,Survived,1
141,Pclass,3
141,Name,"Nysten, Miss. Anna Sofia"
141,Sex,female
141,Age,22.0
141,SibSp,0.0
141,Parch,0.0
141,Ticket,347081
141,Fare,7.75
141,Embarked,S
142,Unnamed: 0,142
142,PassengerId,143
142,Survived,1
142,Pclass,3
142,Name,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)"
142,Sex,female
142,Age,24.0
142,SibSp,1.0
142,Parch,0.0
142,Ticket,STON/O2. 3101279
142,Fare,15.85
142,Embarked,S
143,Unnamed: 0,143
143,PassengerId,144
143,Survived,0
143,Pclass,3
143,Name,"Burke, Mr. Jeremiah"
143,Sex,male
143,Age,19.0
143,SibSp,0.0
143,Parch,0.0
143,Ticket,365222
143,Fare,6.75
143,Embarked,Q
144,Unnamed: 0,144
144,PassengerId,145
144,Survived,0
144,Pclass,2
144,Name,"Andrew, Mr. Edgardo Samuel"
144,Sex,male
144,Age,18.0
144,SibSp,0.0
144,Parch,0.0
144,Ticket,231945
144,Fare,11.5
144,Embarked,S
145,Unnamed: 0,145
145,PassengerId,146
145,Survived,0
145,Pclass,2
145,Name,"Nicholls, Mr. Joseph Charles"
145,Sex,male
145,Age,19.0
145,SibSp,1.0
145,Parch,1.0
145,Ticket,C.A. 33112
145,Fare,36.75
145,Embarked,S
146,Unnamed: 0,146
146,PassengerId,147
146,Survived,1
146,Pclass,3
146,Name,"Andersson, Mr. August Edvard (""Wennerstrom"")"
146,Sex,male
146,Age,27.0
146,SibSp,0.0
146,Parch,0.0
146,Ticket,350043
146,Fare,7.7958
146,Embarked,S
147,Unnamed: 0,147
147,PassengerId,148
147,Survived,0
147,Pclass,3
147,Name,"Ford, Miss. Robina Maggie ""Ruby"""
147,Sex,female
147,Age,9.0
147,SibSp,2.0
147,Parch,2.0
147,Ticket,W./C. 6608
147,Fare,34.375
147,Embarked,S
148,Unnamed: 0,148
148,PassengerId,149
148,Survived,0
148,Pclass,2
148,Name,"Navratil, Mr. Michel (""Louis M Hoffman"")"
148,Sex,male
148,Age,36.5
148,SibSp,0.0
148,Parch,2.0
148,Ticket,230080
148,Fare,26.0
148,Cabin,F2
148,Embarked,S
149,Unnamed: 0,149
149,PassengerId,150
149,Survived,0
149,Pclass,2
149,Name,"Byles, Rev. Thomas Roussel Davids"
149,Sex,male
149,Age,42.0
149,SibSp,0.0
149,Parch,0.0
149,Ticket,244310
149,Fare,13.0
149,Embarked,S
150,Unnamed: 0,150
150,PassengerId,151
150,Survived,0
150,Pclass,2
150,Name,"Bateman, Rev. Robert James"
150,Sex,male
150,Age,51.0
150,SibSp,0.0
150,Parch,0.0
150,Ticket,S.O.P. 1166
150,Fare,12.525
150,Embarked,S
151,Unnamed: 0,151
151,PassengerId,152
151,Survived,1
151,Pclass,1
151,Name,"Pears, Mrs. Thomas (Edith Wearne)"
151,Sex,female
151,Age,22.0
151,SibSp,1.0
151,Parch,0.0
151,Ticket,113776
151,Fare,66.6
151,Cabin,C2
151,Embarked,S
152,Unnamed: 0,152
152,PassengerId,153
152,Survived,0
152,Pclass,3
152,Name,"Meo, Mr. Alfonzo"
152,Sex,male
152,Age,55.5
152,SibSp,0.0
152,Parch,0.0
152,Ticket,A.5. 11206
152,Fare,8.05
152,Embarked,S
153,Unnamed: 0,153
153,PassengerId,154
153,Survived,0
153,Pclass,3
153,Name,"van Billiard, Mr. Austin Blyler"
153,Sex,male
153,Age,40.5
153,SibSp,0.0
153,Parch,2.0
153,Ticket,A/5. 851
153,Fare,14.5
153,Embarked,S
154,Unnamed: 0,154
154,PassengerId,155
154,Survived,0
154,Pclass,3
154,Name,"Olsen, Mr. Ole Martin"
154,Sex,male
154,SibSp,0.0
154,Parch,0.0
154,Ticket,Fa 265302
154,Fare,7.3125
154,Embarked,S
155,Unnamed: 0,155
155,PassengerId,156
155,Survived,0
155,Pclass,1
155,Name,"Williams, Mr. Charles Duane"
155,Sex,male
155,Age,51.0
155,SibSp,0.0
155,Parch,1.0
155,Ticket,PC 17597
155,Fare,61.3792
155,Embarked,C
156,Unnamed: 0,156
156,PassengerId,157
156,Survived,1
156,Pclass,3
156,Name,"Gilnagh, Miss. Katherine ""Katie"""
156,Sex,female
156,Age,16.0
156,SibSp,0.0
156,Parch,0.0
156,Ticket,35851
156,Fare,7.7333
156,Embarked,Q
157,Unnamed: 0,157
157,PassengerId,158
157,Survived,0
157,Pclass,3
157,Name,"Corn, Mr. Harry"
157,Sex,male
157,Age,30.0
157,SibSp,0.0
157,Parch,0.0
157,Ticket,SOTON/OQ 392090
157,Fare,8.05
157,Embarked,S
158,Unnamed: 0,158
158,PassengerId,159
158,Survived,0
158,Pclass,3
158,Name,"Smiljanic, Mr. Mile"
158,Sex,male
158,SibSp,0.0
158,Parch,0.0
158,Ticket,315037
158,Fare,8.6625
158,Embarked,S
159,Unnamed: 0,159
159,PassengerId,160
159,Survived,0
159,Pclass,3
159,Name,"Sage, Master. Thomas Henry"
159,Sex,male
159,SibSp,8.0
159,Parch,2.0
159,Ticket,CA. 2343
159,Fare,69.55
159,Embarked,S
160,Unnamed: 0,160
160,PassengerId,161
160,Survived,0
160,Pclass,3
160,Name,"Cribb, Mr. John Hatfield"
160,Sex,male
160,Age,44.0
160,SibSp,0.0
160,Parch,1.0
160,Ticket,371362
160,Fare,16.1
160,Embarked,S
161,Unnamed: 0,161
161,PassengerId,162
161,Survived,1
161,Pclass,2
161,Name,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)"
161,Sex,female
161,Age,40.0
161,SibSp,0.0
161,Parch,0.0
161,Ticket,C.A. 33595
161,Fare,15.75
161,Embarked,S
162,Unnamed: 0,162
162,PassengerId,163
162,Survived,0
162,Pclass,3
162,Name,"Bengtsson, Mr. John Viktor"
162,Sex,male
162,Age,26.0
162,SibSp,0.0
162,Parch,0.0
162,Ticket,347068
162,Fare,7.775
162,Embarked,S
163,Unnamed: 0,163
163,PassengerId,164
163,Survived,0
163,Pclass,3
163,Name,"Calic, Mr. Jovo"
163,Sex,male
163,Age,17.0
163,SibSp,0.0
163,Parch,0.0
163,Ticket,315093
163,Fare,8.6625
163,Embarked,S
164,Unnamed: 0,164
164,PassengerId,165
164,Survived,0
164,Pclass,3
164,Name,"Panula, Master. Eino Viljami"
164,Sex,male
164,Age,1.0
164,SibSp,4.0
164,Parch,1.0
164,Ticket,3101295
164,Fare,39.6875
164,Embarked,S
165,Unnamed: 0,165
165,PassengerId,166
165,Survived,1
165,Pclass,3
165,Name,"Goldsmith, Master. Frank John William ""Frankie"""
165,Sex,male
165,Age,9.0
165,SibSp,0.0
165,Parch,2.0
165,Ticket,363291
165,Fare,20.525
165,Embarked,S
166,Unnamed: 0,166
166,PassengerId,167
166,Survived,1
166,Pclass,1
166,Name,"Chibnall, Mrs. (Edith Martha Bowerman)"
166,Sex,female
166,SibSp,0.0
166,Parch,1.0
166,Ticket,113505
166,Fare,55.0
166,Cabin,E33
166,Embarked,S
167,Unnamed: 0,167
167,PassengerId,168
167,Survived,0
167,Pclass,3
167,Name,"Skoog, Mrs. William (Anna Bernhardina Karlsson)"
167,Sex,female
167,Age,45.0
167,SibSp,1.0
167,Parch,4.0
167,Ticket,347088
167,Fare,27.9
167,Embarked,S
168,Unnamed: 0,168
168,PassengerId,169
168,Survived,0
168,Pclass,1
168,Name,"Baumann, Mr. John D"
168,Sex,male
168,SibSp,0.0
168,Parch,0.0
168,Ticket,PC 17318
168,Fare,25.925
168,Embarked,S
169,Unnamed: 0,169
169,PassengerId,170
169,Survived,0
169,Pclass,3
169,Name,"Ling, Mr. Lee"
169,Sex,male
169,Age,28.0
169,SibSp,0.0
169,Parch,0.0
169,Ticket,1601
169,Fare,56.4958
169,Embarked,S
170,Unnamed: 0,170
170,PassengerId,171
170,Survived,0
170,Pclass,1
170,Name,"Van der hoef, Mr. Wyckoff"
170,Sex,male
170,Age,61.0
170,SibSp,0.0
170,Parch,0.0
170,Ticket,111240
170,Fare,33.5
170,Cabin,B19
170,Embarked,S
171,Unnamed: 0,171
171,PassengerId,172
171,Survived,0
171,Pclass,3
171,Name,"Rice, Master. Arthur"
171,Sex,male
171,Age,4.0
171,SibSp,4.0
171,Parch,1.0
171,Ticket,382652
171,Fare,29.125
171,Embarked,Q
172,Unnamed: 0,172
172,PassengerId,173
172,Survived,1
172,Pclass,3
172,Name,"Johnson, Miss. Eleanor Ileen"
172,Sex,female
172,Age,1.0
172,SibSp,1.0
172,Parch,1.0
172,Ticket,347742
172,Fare,11.1333
172,Embarked,S
173,Unnamed: 0,173
173,PassengerId,174
173,Survived,0
173,Pclass,3
173,Name,"Sivola, Mr. Antti Wilhelm"
173,Sex,male
173,Age,21.0
173,SibSp,0.0
173,Parch,0.0
173,Ticket,STON/O 2. 3101280
173,Fare,7.925
173,Embarked,S
174,Unnamed: 0,174
174,PassengerId,175
174,Survived,0
174,Pclass,1
174,Name,"Smith, Mr. James Clinch"
174,Sex,male
174,Age,56.0
174,SibSp,0.0
174,Parch,0.0
174,Ticket,17764
174,Fare,30.6958
174,Cabin,A7
174,Embarked,C
175,Unnamed: 0,175
175,PassengerId,176
175,Survived,0
175,Pclass,3
175,Name,"Klasen, Mr. Klas Albin"
175,Sex,male
175,Age,18.0
175,SibSp,1.0
175,Parch,1.0
175,Ticket,350404
175,Fare,7.8542
175,Embarked,S
176,Unnamed: 0,176
176,PassengerId,177
176,Survived,0
176,Pclass,3
176,Name,"Lefebre, Master. Henry Forbes"
176,Sex,male
176,SibSp,3.0
176,Parch,1.0
176,Ticket,4133
176,Fare,25.4667
176,Embarked,S
177,Unnamed: 0,177
177,PassengerId,178
177,Survived,0
177,Pclass,1
177,Name,"Isham, Miss. Ann Elizabeth"
177,Sex,female
177,Age,50.0
177,SibSp,0.0
177,Parch,0.0
177,Ticket,PC 17595
177,Fare,28.7125
177,Cabin,C49
177,Embarked,C
178,Unnamed: 0,178
178,PassengerId,179
178,Survived,0
178,Pclass,2
178,Name,"Hale, Mr. Reginald"
178,Sex,male
178,Age,30.0
178,SibSp,0.0
178,Parch,0.0
178,Ticket,250653
178,Fare,13.0
178,Embarked,S
179,Unnamed: 0,179
179,PassengerId,180
179,Survived,0
179,Pclass,3
179,Name,"Leonard, Mr. Lionel"
179,Sex,male
179,Age,36.0
179,SibSp,0.0
179,Parch,0.0
179,Ticket,LINE
179,Fare,0.0
179,Embarked,S
180,Unnamed: 0,180
180,PassengerId,181
180,Survived,0
180,Pclass,3
180,Name,"Sage, Miss. Constance Gladys"
180,Sex,female
180,SibSp,8.0
180,Parch,2.0
180,Ticket,CA. 2343
180,Fare,69.55
180,Embarked,S
181,Unnamed: 0,181
181,PassengerId,182
181,Survived,0
181,Pclass,2
181,Name,"Pernot, Mr. Rene"
181,Sex,male
181,SibSp,0.0
181,Parch,0.0
181,Ticket,SC/PARIS 2131
181,Fare,15.05
181,Embarked,C
182,Unnamed: 0,182
182,PassengerId,183
182,Survived,0
182,Pclass,3
182,Name,"Asplund, Master. Clarence Gustaf Hugo"
182,Sex,male
182,Age,9.0
182,SibSp,4.0
182,Parch,2.0
182,Ticket,347077
182,Fare,31.3875
182,Embarked,S
183,Unnamed: 0,183
183,PassengerId,184
183,Survived,1
183,Pclass,2
183,Name,"Becker, Master. Richard F"
183,Sex,male
183,Age,1.0
183,SibSp,2.0
183,Parch,1.0
183,Ticket,230136
183,Fare,39.0
183,Cabin,F4
183,Embarked,S
184,Unnamed: 0,184
184,PassengerId,185
184,Survived,1
184,Pclass,3
184,Name,"Kink-Heilmann, Miss. Luise Gretchen"
184,Sex,female
184,Age,4.0
184,SibSp,0.0
184,Parch,2.0
184,Ticket,315153
184,Fare,22.025
184,Embarked,S
185,Unnamed: 0,185
185,PassengerId,186
185,Survived,0
185,Pclass,1
185,Name,"Rood, Mr. Hugh Roscoe"
185,Sex,male
185,SibSp,0.0
185,Parch,0.0
185,Ticket,113767
185,Fare,50.0
185,Cabin,A32
185,Embarked,S
186,Unnamed: 0,186
186,PassengerId,187
186,Survived,1
186,Pclass,3
186,Name,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)"
186,Sex,female
186,SibSp,1.0
186,Parch,0.0
186,Ticket,370365
186,Fare,15.5
186,Embarked,Q
187,Unnamed: 0,187
187,PassengerId,188
187,Survived,1
187,Pclass,1
187,Name,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")"
187,Sex,male
187,Age,45.0
187,SibSp,0.0
187,Parch,0.0
187,Ticket,111428
187,Fare,26.55
187,Embarked,S
188,Unnamed: 0,188
188,PassengerId,189
188,Survived,0
188,Pclass,3
188,Name,"Bourke, Mr. John"
188,Sex,male
188,Age,40.0
188,SibSp,1.0
188,Parch,1.0
188,Ticket,364849
188,Fare,15.5
188,Embarked,Q
189,Unnamed: 0,189
189,PassengerId,190
189,Survived,0
189,Pclass,3
189,Name,"Turcin, Mr. Stjepan"
189,Sex,male
189,Age,36.0
189,SibSp,0.0
189,Parch,0.0
189,Ticket,349247
189,Fare,7.8958
189,Embarked,S
190,Unnamed: 0,190
190,PassengerId,191
190,Survived,1
190,Pclass,2
190,Name,"Pinsky, Mrs. (Rosa)"
190,Sex,female
190,Age,32.0
190,SibSp,0.0
190,Parch,0.0
190,Ticket,234604
190,Fare,13.0
190,Embarked,S
191,Unnamed: 0,191
191,PassengerId,192
191,Survived,0
191,Pclass,2
191,Name,"Carbines, Mr. William"
191,Sex,male
191,Age,19.0
191,SibSp,0.0
191,Parch,0.0
191,Ticket,28424
191,Fare,13.0
191,Embarked,S
192,Unnamed: 0,192
192,PassengerId,193
192,Survived,1
192,Pclass,3
192,Name,"Andersen-Jensen, Miss. Carla Christine Nielsine"
192,Sex,female
192,Age,19.0
192,SibSp,1.0
192,Parch,0.0
192,Ticket,350046
192,Fare,7.8542
192,Embarked,S
193,Unnamed: 0,193
193,PassengerId,194
193,Survived,1
193,Pclass,2
193,Name,"Navratil, Master. Michel M"
193,Sex,male
193,Age,3.0
193,SibSp,1.0
193,Parch,1.0
193,Ticket,230080
193,Fare,26.0
193,Cabin,F2
193,Embarked,S
194,Unnamed: 0,194
194,PassengerId,195
194,Survived,1
194,Pclass,1
194,Name,"Brown, Mrs. James Joseph (Margaret Tobin)"
194,Sex,female
194,Age,44.0
194,SibSp,0.0
194,Parch,0.0
194,Ticket,PC 17610
194,Fare,27.7208
194,Cabin,B4
194,Embarked,C
195,Unnamed: 0,195
195,PassengerId,196
195,Survived,1
195,Pclass,1
195,Name,"Lurette, Miss. Elise"
195,Sex,female
195,Age,58.0
195,SibSp,0.0
195,Parch,0.0
195,Ticket,PC 17569
195,Fare,146.5208
195,Cabin,B80
195,Embarked,C
196,Unnamed: 0,196
196,PassengerId,197
196,Survived,0
196,Pclass,3
196,Name,"Mernagh, Mr. Robert"
196,Sex,male
196,SibSp,0.0
196,Parch,0.0
196,Ticket,368703
196,Fare,7.75
196,Embarked,Q
197,Unnamed: 0,197
197,PassengerId,198
197,Survived,0
197,Pclass,3
197,Name,"Olsen, Mr. Karl Siegwart Andreas"
197,Sex,male
197,Age,42.0
197,SibSp,0.0
197,Parch,1.0
197,Ticket,4579
197,Fare,8.4042
197,Embarked,S
198,Unnamed: 0,198
198,PassengerId,199
198,Survived,1
198,Pclass,3
198,Name,"Madigan, Miss. Margaret ""Maggie"""
198,Sex,female
198,SibSp,0.0
198,Parch,0.0
198,Ticket,370370
198,Fare,7.75
198,Embarked,Q
199,Unnamed: 0,199
199,PassengerId,200
199,Survived,0
199,Pclass,2
199,Name,"Yrois, Miss. Henriette (""Mrs Harbeck"")"
199,Sex,female
199,Age,24.0
199,SibSp,0.0
199,Parch,0.0
199,Ticket,248747
199,Fare,13.0
199,Embarked,S
200,Unnamed: 0,200
200,PassengerId,201
200,Survived,0
200,Pclass,3
200,Name,"Vande Walle, Mr. Nestor Cyriel"
200,Sex,male
200,Age,28.0
200,SibSp,0.0
200,Parch,0.0
200,Ticket,345770
200,Fare,9.5
200,Embarked,S
201,Unnamed: 0,201
201,PassengerId,202
201,Survived,0
201,Pclass,3
201,Name,"Sage, Mr. Frederick"
201,Sex,male
201,SibSp,8.0
201,Parch,2.0
201,Ticket,CA. 2343
201,Fare,69.55
201,Embarked,S
202,Unnamed: 0,202
202,PassengerId,203
202,Survived,0
202,Pclass,3
202,Name,"Johanson, Mr. Jakob Alfred"
202,Sex,male
202,Age,34.0
202,SibSp,0.0
202,Parch,0.0
202,Ticket,3101264
202,Fare,6.4958
202,Embarked,S
203,Unnamed: 0,203
203,PassengerId,204
203,Survived,0
203,Pclass,3
203,Name,"Youseff, Mr. Gerious"
203,Sex,male
203,Age,45.5
203,SibSp,0.0
203,Parch,0.0
203,Ticket,2628
203,Fare,7.225
203,Embarked,C
204,Unnamed: 0,204
204,PassengerId,205
204,Survived,1
204,Pclass,3
204,Name,"Cohen, Mr. Gurshon ""Gus"""
204,Sex,male
204,Age,18.0
204,SibSp,0.0
204,Parch,0.0
204,Ticket,A/5 3540
204,Fare,8.05
204,Embarked,S
205,Unnamed: 0,205
205,PassengerId,206
205,Survived,0
205,Pclass,3
205,Name,"Strom, Miss. Telma Matilda"
205,Sex,female
205,Age,2.0
205,SibSp,0.0
205,Parch,1.0
205,Ticket,347054
205,Fare,10.4625
205,Cabin,G6
205,Embarked,S
206,Unnamed: 0,206
206,PassengerId,207
206,Survived,0
206,Pclass,3
206,Name,"Backstrom, Mr. Karl Alfred"
206,Sex,male
206,Age,32.0
206,SibSp,1.0
206,Parch,0.0
206,Ticket,3101278
206,Fare,15.85
206,Embarked,S
207,Unnamed: 0,207
207,PassengerId,208
207,Survived,1
207,Pclass,3
207,Name,"Albimona, Mr. Nassef Cassem"
207,Sex,male
207,Age,26.0
207,SibSp,0.0
207,Parch,0.0
207,Ticket,2699
207,Fare,18.7875
207,Embarked,C
208,Unnamed: 0,208
208,PassengerId,209
208,Survived,1
208,Pclass,3
208,Name,"Carr, Miss. Helen ""Ellen"""
208,Sex,female
208,Age,16.0
